command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1639.9715576171875, data_max:6492.20556640625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 28.635
Zstd CR= 2.131
[31mTotal CR= 61.010 [0m
qb_min= -6, qb_max= 20
max_err= 162.6434326171875
max_rel_err= 0.020
[31mpsnr= 40.951 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1729.326171875, data_max:14589.603515625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.373
Zstd CR= 6.699
[31mTotal CR= 210.159 [0m
qb_min= -7, qb_max= 19
max_err= 326.37841796875
max_rel_err= 0.020
[31mpsnr= 43.773 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1644.2252197265625, data_max:14178.0556640625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.288
Zstd CR= 6.198
[31mTotal CR= 193.931 [0m
qb_min= -7, qb_max= 27
max_err= 316.4425048828125
max_rel_err= 0.020
[31mpsnr= 43.565 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1617.020263671875, data_max:14277.412109375
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.312
Zstd CR= 6.367
[31mTotal CR= 199.365 [0m
qb_min= -8, qb_max= 24
max_err= 317.888427734375
max_rel_err= 0.020
[31mpsnr= 43.672 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.5836181640625, data_max:14721.267578125
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 29.939
Zstd CR= 2.908
[31mTotal CR= 87.069 [0m
qb_min= -15, qb_max= 40
max_err= 327.556884765625
max_rel_err= 0.020
[31mpsnr= 41.810 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1688.6341552734375, data_max:14600.322265625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 29.644
Zstd CR= 2.669
[31mTotal CR= 79.127 [0m
qb_min= -13, qb_max= 34
max_err= 325.77880859375
max_rel_err= 0.020
[31mpsnr= 41.569 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1628.049560546875, data_max:14528.951171875
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 29.619
Zstd CR= 2.588
[31mTotal CR= 76.659 [0m
qb_min= -12, qb_max= 31
max_err= 323.1396484375
max_rel_err= 0.020
[31mpsnr= 41.356 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_210.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1685.0234375, data_max:10417.0166015625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 30.857
Zstd CR= 4.133
[31mTotal CR= 127.519 [0m
qb_min= -4, qb_max= 22
max_err= 242.04052734375
max_rel_err= 0.020
[31mpsnr= 42.616 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_211.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1647.2457275390625, data_max:14374.0654296875
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 31.293
Zstd CR= 6.078
[31mTotal CR= 190.189 [0m
qb_min= -4, qb_max= 21
max_err= 320.426025390625
max_rel_err= 0.020
[31mpsnr= 43.432 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1683.9925537109375, data_max:5711.28466796875
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 26.259
Zstd CR= 1.582
[31mTotal CR= 41.529 [0m
qb_min= -8, qb_max= 18
max_err= 147.905517578125
max_rel_err= 0.020
[31mpsnr= 40.023 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1701.1595458984375, data_max:11905.833984375
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 30.220
Zstd CR= 3.325
[31mTotal CR= 100.487 [0m
qb_min= -4, qb_max= 17
max_err= 272.1396484375
max_rel_err= 0.020
[31mpsnr= 42.062 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.0435791015625, data_max:14393.1142578125
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 30.917
Zstd CR= 4.623
[31mTotal CR= 142.918 [0m
qb_min= -6, qb_max= 25
max_err= 320.98291015625
max_rel_err= 0.020
[31mpsnr= 42.824 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin_2.0e-02.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-02 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1630.7646484375, data_max:14446.5244140625
torch.Size([1, 1, 11, 8, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 11, 16, 3])
torch.Size([1, 1, 22, 16, 3])
torch.Size([1, 1, 22, 31, 3])
torch.Size([1, 1, 22, 62, 3])
torch.Size([1, 1, 22, 62, 5])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 9])
torch.Size([1, 1, 44, 124, 17])
torch.Size([1, 1, 44, 124, 33])
torch.Size([1, 1, 44, 124, 65])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 30.917
Zstd CR= 4.733
[31mTotal CR= 146.329 [0m
qb_min= -8, qb_max= 23
max_err= 321.5455322265625
max_rel_err= 0.020
[31mpsnr= 42.818 [0m
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.500000. Selected beta: 3.000000. Best bitrate: 0.274889. Best PSNR: 43.363145.
Tuning time = 0.0746867s
====================================== END TUNING ======================================
prediction time = 0.210596s
compression ratio = 84.70 
compression time = 0.346459
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin_2.0e-02.qoz2
Min=-1749.0985107421875, Max=14723.8212890625, range=16472.9197998046875
Max absolute error = 3.3E+02
Max relative error = 0.02
Max pw relative error = 6.2E+06
PSNR = 42.112995, NRMSE= 0.007840616825
normError = 433386.627614, normErr_norm = 0.358910
acEff=0.842100
compression ratio = 84.703287
decompression time = 0.075331 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin_2.0e-02.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.250000. Selected beta: 2.000000. Best bitrate: 0.278352. Best PSNR: 42.757652.
Tuning time = 0.0793769s
====================================== END TUNING ======================================
prediction time = 0.210706s
compression ratio = 81.47 
compression time = 0.360285
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin_2.0e-02.qoz2
Min=-1734.5491943359375, Max=14580.9970703125, range=16315.5462646484375
Max absolute error = 3.3E+02
Max relative error = 0.02
Max pw relative error = 3.2E+06
PSNR = 41.700082, NRMSE= 0.008222348769
normError = 450144.767315, normErr_norm = 0.361974
acEff=0.827880
compression ratio = 81.470828
decompression time = 0.076088 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin_2.0e-02.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.250000. Selected beta: 2.000000. Best bitrate: 0.220798. Best PSNR: 43.192939.
Tuning time = 0.0785487s
====================================== END TUNING ======================================
prediction time = 0.232589s
compression ratio = 77.72 
compression time = 0.375943
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin_2.0e-02.qoz2
Min=-1721.9188232421875, Max=14520.7705078125, range=16242.6893310546875
Max absolute error = 3.2E+02
Max relative error = 0.02
Max pw relative error = 5E+06
PSNR = 41.495812, NRMSE= 0.008418009433
normError = 458798.551855, normErr_norm = 0.355525
acEff=0.820292
compression ratio = 77.717118
decompression time = 0.077049 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin_2.0e-02.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 0.247954. Best PSNR: 42.713243.
Tuning time = 0.0684215s
====================================== END TUNING ======================================
prediction time = 0.213881s
compression ratio = 78.50 
compression time = 0.348181
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-02.qoz2
Min=-1578.50439453125, Max=7738.2421875, range=9316.74658203125
Max absolute error = 1.9E+02
Max relative error = 0.02
Max pw relative error = 1.9E+07
PSNR = 41.285203, NRMSE= 0.008624617683
normError = 269624.174122, normErr_norm = 0.468779
acEff=0.740739
compression ratio = 78.499678
decompression time = 0.075932 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-02.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = 1D
	interp best direction = 0
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 2.000000. Selected beta: 2.000000. Best bitrate: 0.414771. Best PSNR: 42.040999.
Tuning time = 0.0757479s
====================================== END TUNING ======================================
prediction time = 0.21637s
compression ratio = 75.33 
compression time = 0.355242
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-02.qoz2
Min=-1572.1063232421875, Max=9327.484375, range=10899.5906982421875
Max absolute error = 2.2E+02
Max relative error = 0.02
Max pw relative error = 1.5E+07
PSNR = 42.076985, NRMSE= 0.00787319046
normError = 287949.043186, normErr_norm = 0.430879
acEff=0.779705
compression ratio = 75.333230
decompression time = 0.077756 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-02.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.500000. Selected beta: 4.000000. Best bitrate: 0.159571. Best PSNR: 44.728118.
